video_id,title,duration_seconds,url
Q7GuopgMFWo,Finalmente l’eroe di cui il tennis aveva bisogno! #tennis  #sports #foryou #atp1000 #roma,19,https://www.youtube.com/watch?v=Q7GuopgMFWo
HVHXZSTJZq8,✨ Magical Rafa Nadal Tweener ✨,22,https://www.youtube.com/watch?v=HVHXZSTJZq8
owik-p7NZx8,🚨The Sports Bar LIVE on talkSPORT | 09-Jul-25,7131,https://www.youtube.com/watch?v=owik-p7NZx8
Q7GuopgMFWo,Finalmente l’eroe di cui il tennis aveva bisogno! #tennis  #sports #foryou #atp1000 #roma,19,https://www.youtube.com/watch?v=Q7GuopgMFWo
72sOyOBaR8I,Ohtani uses TOY BASEBALL BAT in game?! 😳 #AprilFools #ShoheiOhtani #Dodgers #MLB #Baseball,9,https://www.youtube.com/watch?v=72sOyOBaR8I
9xMm3SLFo1E,"LIVE: BRGY. GINEBRA vs. SAN MIGUEL | PBA SEASON 49 PHILIPPINE CUP SEMIFINALS | June 25, 2025",9236,https://www.youtube.com/watch?v=9xMm3SLFo1E
SRjxCcL6cwg,These are the most legendary moments in sports 😂,28,https://www.youtube.com/watch?v=SRjxCcL6cwg
s5LUY3NU-5A,Khabib v Speed Fight??🥊| UCL Today | CBS Sports Golazo,25,https://www.youtube.com/watch?v=s5LUY3NU-5A
eKl0eCFhBzE,"All Heart, No Luck, Mohammad Siraj’s Struggle in the Spotlight | #ENGvIND",37,https://www.youtube.com/watch?v=eKl0eCFhBzE
NEoQ1ALz-iw,Exercices pour les abdominaux à la maison #abdos #gym #sports #fitness #motivation #muscles,6,https://www.youtube.com/watch?v=NEoQ1ALz-iw
P7Ww4zPAQN4,Highlights: Man City 0-2 Liverpool | Mo Salah and Dom Szoboszlai goals extend lead,120,https://www.youtube.com/watch?v=P7Ww4zPAQN4
fQdeiZX73Ho,Stop Serving Like This! | The Padel School,14,https://www.youtube.com/watch?v=fQdeiZX73Ho
9YLVH69TtLM,THIBAUT COURTOIS’ NEW ELITE SPORT GLOVES 🔥,20,https://www.youtube.com/watch?v=9YLVH69TtLM
Ldx0J47Z65g,The Weirdest Sport You’ll Ever See 🥴 (@n/a),16,https://www.youtube.com/watch?v=Ldx0J47Z65g
qg3eOeYGgOw,"Watch out, Shohei! 😂 #dodgers #sports #losangeles #funny",12,https://www.youtube.com/watch?v=qg3eOeYGgOw
S9_ZdFcTCK8,Shohei on the mound. 😍 #dodgers #sports #losangeles,12,https://www.youtube.com/watch?v=S9_ZdFcTCK8
BS9RJ4aymHU,#SaiSudharsan's reaction before coming out to bat on Day 3 | #ENGvIND,23,https://www.youtube.com/watch?v=BS9RJ4aymHU
eQQHjlsIZus,Who is Emma Raducanu's tennis GOAT? 🤩 | Sky Sports Editions,56,https://www.youtube.com/watch?v=eQQHjlsIZus
qpDJbD9hqX4,Jamie Carragher pays tribute to Diogo Jota,442,https://www.youtube.com/watch?v=qpDJbD9hqX4
l5HirV9QqkM,Jazz Chisholm Jr's controller unplugged 😂 #mlb #baseball #Dodgers #Worldseries #Yankees,9,https://www.youtube.com/watch?v=l5HirV9QqkM
NHsAE39gvCo,U9 badminton player 🔥🔥,16,https://www.youtube.com/watch?v=NHsAE39gvCo
Z9kQCmkYnSM,"😎 Mbappé et ses nouveaux crampons TN, vous validez ? #shorts",10,https://www.youtube.com/watch?v=Z9kQCmkYnSM
BOYltDDwvlk,RIDICULOUS 😍 #shorts #tennis #wimbledon #tennistournament #sports,19,https://www.youtube.com/watch?v=BOYltDDwvlk
-3_JlP-ntl4,Liverpool star Diogo Jota has tragically passed away at the age of 28.,653,https://www.youtube.com/watch?v=-3_JlP-ntl4
wUfubzTWSIg,Team USA dominates 4x100 relay 💨🥇,50,https://www.youtube.com/watch?v=wUfubzTWSIg
QOc6zZTvqC0,Match the sport to the athlete!,2107,https://www.youtube.com/watch?v=QOc6zZTvqC0
vFv_egZGewY,Lip-reader reveals what Erling Haaland said to Gabriel… 👀 #news #sports #football #soccer,42,https://www.youtube.com/watch?v=vFv_egZGewY
afZ0RErauHU,Gold Cup Final | FOX 10 Talks Sports 7/4/25,736,https://www.youtube.com/watch?v=afZ0RErauHU
OIibXW2JS3A,Fan PROPOSES to Maria Sakkari! 💍,40,https://www.youtube.com/watch?v=OIibXW2JS3A
qLA0069y9Z0,Great reactions 🧤 #tennis #wta #sports,27,https://www.youtube.com/watch?v=qLA0069y9Z0
z4PiV6OxTxo,"England's Cry-Baby Tactics Exposed, India Eye Lord’s Dominance |First Sports With Rupha Ramani |N18G",375,https://www.youtube.com/watch?v=z4PiV6OxTxo
Lxz-4Nh78SI,Bro playing the wrong sport 😭,13,https://www.youtube.com/watch?v=Lxz-4Nh78SI
Fdd4GnOcpJA,Enorme chute de Stefan Küng qui termine son contre-la-montre le visage en sang #shorts,24,https://www.youtube.com/watch?v=Fdd4GnOcpJA
mW7nflWIGUA,Torneo Apertura 2025: Hansell Riojas marcó el Sport Boys 1-0 Cusco FC,89,https://www.youtube.com/watch?v=mW7nflWIGUA
sFjxlKIOmH4,Beautiful athlete. Sports. #shorts,33,https://www.youtube.com/watch?v=sFjxlKIOmH4
KNBAW-xS4ck,What an effort 😳  #accfootball #collegefootball #football #collegesports#hailmary  #sports #cfb,21,https://www.youtube.com/watch?v=KNBAW-xS4ck
DF9z_ULoBSA,"Man Utd exits wanted by Antony, Garnacho, Malacia, Rashford and Sancho | The Transfer Show",741,https://www.youtube.com/watch?v=DF9z_ULoBSA
aUDgaN6iHFc,Kentucky Derby 2023 (FULL RACE) | NBC Sports,415,https://www.youtube.com/watch?v=aUDgaN6iHFc
utCKt1IDK8A,"Sha'Carri tosses wig, wins national title 🔥",17,https://www.youtube.com/watch?v=utCKt1IDK8A
CNaG7Wt-O0Q,Can I Break 50 With Bob Does Sports?,4934,https://www.youtube.com/watch?v=CNaG7Wt-O0Q
KW_Imfnb-Xo,📌LOWER ABS EXERCISES 👉Adding these into your routine will help strengthen and tone your lower abs.,10,https://www.youtube.com/watch?v=KW_Imfnb-Xo
5DL0TAhChXo,"The new Prince of Indian cricket? 👑 Nasser, Ravi and Kumar discuss Shubman Gill's start as captain",841,https://www.youtube.com/watch?v=5DL0TAhChXo
NCYyajm0qmI,This was so close 🤯😱 Action of a Crazy Kitesurfer!,15,https://www.youtube.com/watch?v=NCYyajm0qmI
R_sRtYJVVmE,The last time a defender stopped Lamine Yamal… 😅 (#news #sports #football #Soccer #barca,10,https://www.youtube.com/watch?v=R_sRtYJVVmE
ke4vew-GVAw,"""DRAGGED OUT!"" Sports lawyer provides INSIGHT into Man City's 115 charges case & potential outcome!",563,https://www.youtube.com/watch?v=ke4vew-GVAw
y2_dgBJQWeI,«C’est un platane frérot ! » On a mis un micro sur Damian Penaud et ça régale ! #rugby #sports,24,https://www.youtube.com/watch?v=y2_dgBJQWeI
TNtfK71F0GA,Brad Pitt and Martin Brundle DRIVE Lando Norris' McLaren F1 car  🟠🏎️,735,https://www.youtube.com/watch?v=TNtfK71F0GA
3xlOKG-KDMs,Eng V Ind | Birmingham: India Gets Key Information On England | First Sports With Rupha Ramani |N18G,1058,https://www.youtube.com/watch?v=3xlOKG-KDMs
W203swCavT4,Can We Beat Grant Horvat and Bob Does Sports?!,5055,https://www.youtube.com/watch?v=W203swCavT4
sZ1I1hUQ-Yk,"No stadium, no problem. Game on — between Shreyas and Shashank! |Sports Today",78,https://www.youtube.com/watch?v=sZ1I1hUQ-Yk
JcT-c4NG7L4,"LIVE: ZUS COFFEE vs. AKARI | 2025 PVL ON TOUR | July 5, 2025",10556,https://www.youtube.com/watch?v=JcT-c4NG7L4
W8JUDp9q_cI,Cool Sports Stuff,16,https://www.youtube.com/watch?v=W8JUDp9q_cI
R6lIt6GYPYU,Shoes On Fire 🔥 😬 #trackandfield #100m #sports #usainbolt,25,https://www.youtube.com/watch?v=R6lIt6GYPYU
